"","WEATHER_CONDITION","CRASH_HOUR","LATITUDE","LONGITUDE"
"8164","CLEAR",16,41.773000734,-87.731298364
"8165","CLEAR",9,41.882054633,-87.633955678
"8166","CLEAR",15,41.74441374,-87.702391482
"8167","CLEAR",12,41.736392097,-87.614605584
"8168","CLEAR",19,41.90304565,-87.629893203
"8169","CLEAR",11,41.868124614,-87.754604077
"8170","RAIN",20,41.898147085,-87.635593058
"8171","CLEAR",0,41.857749421,-87.627047787
"8172","CLEAR",12,41.739896863,-87.614470055
"8173","CLEAR",1,41.857855733,-87.616567244
"8174","RAIN",16,41.914029106,-87.687463256
"8175","RAIN",1,41.968541979,-87.786306789
"8176","CLEAR",7,41.918273861,-87.648365816
"8177","CLEAR",14,41.850479546,-87.724876818
"8178","CLEAR",17,41.692631688,-87.612976538
"8179","CLEAR",21,41.808679488,-87.668551942
"8180","CLEAR",10,41.736539211,-87.604854279
"8181","CLEAR",10,41.776970847,-87.625084834
"8182","CLEAR",19,41.793155061,-87.723303765
"8183","CLEAR",18,41.754660124,-87.741384759
"8184","CLEAR",3,41.756285701,-87.632406663
"8185","CLEAR",22,41.880848568,-87.720608574
"8186","CLEAR",8,41.903372475,-87.659121876
"8187","CLEAR",12,41.794559103,-87.645313428
"8188","CLEAR",12,41.960613479,-87.747479965
"8189","CLEAR",0,41.955185712,-87.680340424
"8190","CLEAR",14,41.880321426,-87.65076116
"8191","CLEAR",15,41.968997487,-87.765215345
"8192","CLEAR",17,41.945912917,-87.663838655
"8193","CLEAR",12,41.968787904,-87.667587824
"8194","CLEAR",14,41.79238116,-87.785534646
"8195","SNOW",12,41.898955971,-87.720883081
"8196","CLEAR",2,41.881164373,-87.679431904
"8197","RAIN",14,41.768557342,-87.673146913
"8198","CLEAR",18,41.985398516,-87.656597159
"8199","CLEAR",12,41.903931422,-87.636607756
"8200","CLEAR",19,41.855818449,-87.643656932
"8201","CLEAR",17,41.750200118,-87.6684359
"8202","RAIN",14,41.870944163,-87.71606225
"8203","CLEAR",3,41.771640047,-87.711916855
"8204","CLEAR",20,41.736962182,-87.590231783
"8205","CLEAR",10,41.975640616,-87.728335469
"8206","CLEAR",11,41.959695209,-87.666402636
"8207","CLEAR",11,41.87205936,-87.744785624
"8208","CLEAR",12,41.931225549,-87.777634686
"8209","CLEAR",15,41.918854254,-87.73042272
"8210","CLEAR",14,41.917790728,-87.761017064
"8211","CLEAR",16,41.945397014,-87.805717124
"8212","CLEAR",17,41.968237739,-87.718313008
"8213","CLEAR",18,41.817131429,-87.623190737
"8214","CLEAR",18,41.910104112,-87.716822831
"8215","CLEAR",20,41.923077855,-87.645664455
"8216","CLEAR",14,41.73502143,-87.718286747
"8217","CLEAR",11,41.895123562,-87.620121115
"8218","CLEAR",11,41.889899458,-87.637127301
"8219","CLEAR",18,41.896105216,-87.67203201
"8220","CLEAR",7,41.885594493,-87.643462458
"8221","CLEAR",16,41.857570048,-87.638785365
"8222","CLEAR",20,41.765393608,-87.625050475
"8223","CLEAR",11,41.856626918,-87.616285283
"8224","CLEAR",9,41.764903235,-87.722262236
"8225","CLEAR",7,41.791664378,-87.693887968
"8226","RAIN",8,41.874330806,-87.720375294
"8227","CLEAR",15,41.941629992,-87.644597758
"8228","CLEAR",17,41.903825234,-87.64328636
"8229","CLEAR",17,41.976559545,-87.689324295
"8230","CLEAR",18,42.019198128,-87.700288244
"8231","CLEAR",12,41.896723105,-87.632783967
"8232","SNOW",15,41.971945674,-87.708427547
"8233","CLEAR",23,41.999565268,-87.677729653
"8234","CLEAR",20,41.758051433,-87.626341584
"8235","CLEAR",17,41.88868124,-87.647422848
"8236","CLEAR",10,41.751676822,-87.56203107
"8237","CLEAR",3,41.928008405,-87.775712195
"8238","CLEAR",17,41.960854708,-87.688815245
"8239","CLEAR",8,41.891371598,-87.630972449
"8240","CLEAR",6,41.820565773,-87.743653198
"8241","CLEAR",14,41.944126686,-87.727477535
"8242","CLEAR",15,41.728905169,-87.551373917
"8243","CLEAR",6,42.006478395,-87.671725498
"8244","SLEET/HAIL",8,41.963338163,-87.682184852
"8245","CLEAR",18,41.757978828,-87.633834431
"8246","CLEAR",16,41.816050508,-87.655481068
"8247","CLEAR",6,42.011850277,-87.704640085
"8248","RAIN",14,41.838632715,-87.724251168
"8249","SNOW",3,41.867530432,-87.715308049
"8250","CLEAR",12,41.871755717,-87.656978261
"8251","CLEAR",13,41.8818333,-87.70629328
"8252","CLEAR",10,41.720549983,-87.575457813
"8253","CLEAR",8,41.954258254,-87.663216041
"8254","CLEAR",21,41.796354992,-87.596425425
"8255","CLEAR",8,41.799602744,-87.593152005
"8256","CLEAR",8,41.884386375,-87.679019748
"8257","CLEAR",17,41.808741388,-87.662911629
"8258","CLEAR",1,41.864134639,-87.733531179
"8259","BLOWING SNOW",17,41.762361918,-87.586377235
"8260","CLEAR",12,41.81196039,-87.711142165
"8261","CLEAR",15,41.946167929,-87.752278543
"8262","CLEAR",15,41.923728324,-87.792776614
"8263","CLEAR",18,41.774436207,-87.640874447
"8264","CLEAR",13,41.960426369,-87.762818501
"8265","CLEAR",17,41.909889403,-87.716291645
"8266","CLEAR",18,41.870849224,-87.733554136
"8267","CLEAR",16,41.7584264,-87.620180615
"8268","CLEAR",12,41.884352416,-87.647287749
"8269","CLEAR",16,41.744801102,-87.663446629
"8270","CLEAR",11,41.877760969,-87.771875898
"8271","CLEAR",7,41.770583748,-87.683257613
"8272","CLEAR",13,41.857564071,-87.639078911
"8273","CLEAR",21,41.935584087,-87.707484998
"8274","CLEAR",16,41.885821975,-87.676617273
"8275","CLEAR",13,41.794024536,-87.674454956
"8276","CLEAR",17,41.867362693,-87.639293195
"8277","RAIN",16,41.856651071,-87.650055763
"8278","CLEAR",17,41.750918138,-87.624690123
"8279","CLEAR",8,41.995141678,-87.748192115
"8280","CLEAR",14,41.865690107,-87.765389115
"8281","CLEAR",23,41.943019275,-87.688313257
"8282","CLEAR",10,41.736737815,-87.604971846
"8283","CLEAR",4,41.719874145,-87.644242169
"8284","CLEAR",8,41.932205703,-87.697269083
"8285","CLEAR",13,41.931187334,-87.677055595
"8286","CLEAR",15,41.83209632,-87.67538255
"8287","RAIN",23,41.746056725,-87.663475619
"8288","CLEAR",20,41.925359593,-87.648904799
"8289","CLEAR",8,41.998308806,-87.659696383
"8290","CLEAR",20,41.743376874,-87.731572486
"8291","CLEAR",12,41.992932893,-87.682410699
"8292","CLEAR",15,41.680901249,-87.658911069
"8293","CLEAR",14,42.000705398,-87.682509688
"8294","CLOUDY/OVERCAST",16,41.78120045,-87.664406539
"8295","CLEAR",13,41.751686399,-87.578367112
"8296","CLEAR",23,41.869750037,-87.721201382
"8297","CLEAR",12,41.953513507,-87.748408509
"8298","CLEAR",17,41.858686684,-87.734587052
"8299","CLEAR",14,41.720735571,-87.576591397
"8300","CLEAR",18,41.751763483,-87.653917011
"8301","CLEAR",7,41.952119106,-87.646417469
"8302","CLEAR",13,41.959747822,-87.753536645
"8303","CLEAR",20,41.894990607,-87.627829198
"8304","CLEAR",10,41.970897223,-87.659574553
"8305","RAIN",16,41.896802698,-87.766826134
"8306","CLEAR",9,41.838475304,-87.621863105
"8307","CLEAR",16,41.707369351,-87.606383161
"8308","CLEAR",10,41.727845399,-87.575635705
"8309","CLEAR",11,41.924523807,-87.73267477
"8310","CLEAR",9,41.833963496,-87.675521587
"8311","CLEAR",15,41.869206867,-87.66308737
"8312","CLEAR",15,41.937425851,-87.810242207
"8313","CLEAR",10,41.89646743,-87.702315987
"8314","CLEAR",4,41.932087747,-87.71238583
"8315","CLEAR",18,41.937837895,-87.712294465
"8316","CLEAR",15,41.756754737,-87.552984739
"8317","CLEAR",21,42.016847331,-87.690055101
"8318","CLEAR",17,41.851794252,-87.695223114
"8319","CLEAR",10,42.003677332,-87.660673608
"8320","CLEAR",9,41.902683676,-87.717947003
"8321","CLEAR",16,41.913189643,-87.68048086
"8322","CLEAR",14,41.87680832,-87.631916306
"8323","RAIN",15,41.911153595,-87.64304176
"8324","CLEAR",16,41.798520333,-87.606462297
"8325","CLEAR",20,41.850843193,-87.713605947
"8326","CLEAR",12,41.898421247,-87.679426467
"8327","CLEAR",21,41.78507649,-87.722790649
"8328","CLEAR",13,41.885758369,-87.648410589
"8329","CLEAR",19,41.928711322,-87.687882751
"8330","CLEAR",11,41.901426501,-87.680230898
"8331","CLEAR",17,41.877722318,-87.737678557
"8332","CLEAR",10,41.762041741,-87.741614991
"8333","CLEAR",22,41.911058705,-87.634854671
"8334","CLEAR",14,41.912874937,-87.633265639
"8335","CLEAR",19,41.800906541,-87.703914804
"8336","CLEAR",20,41.753398404,-87.698762344
"8337","CLEAR",21,41.71091032,-87.624022715
"8338","CLEAR",19,41.765819375,-87.615346765
"8339","CLEAR",15,41.935279962,-87.644092745
"8340","RAIN",15,41.922282662,-87.701436882
"8341","CLEAR",11,41.866228698,-87.725030705
"8342","CLEAR",20,41.934299242,-87.8040155
"8343","RAIN",18,41.985685032,-87.660278542
"8344","CLEAR",6,41.942339169,-87.749095814
"8345","CLEAR",20,41.930851315,-87.787755655
"8346","CLEAR",9,41.896009722,-87.682099406
"8347","CLEAR",20,41.786706392,-87.659600774
"8348","CLEAR",7,41.853019393,-87.620515619
"8349","CLOUDY/OVERCAST",16,41.945276892,-87.821752338
"8350","CLEAR",23,41.93250194,-87.712799955
"8351","CLEAR",14,41.810960548,-87.626273868
"8352","CLEAR",16,41.939557424,-87.769688733
"8353","CLEAR",14,41.873945657,-87.686382103
"8354","CLEAR",8,41.881928426,-87.64104807
"8355","CLEAR",12,41.737561017,-87.719167593
"8356","CLEAR",11,41.968180406,-87.767341098
"8357","SNOW",17,41.967204784,-87.739041903
"8358","CLEAR",5,41.933799949,-87.69568417
"8359","SNOW",16,41.722456469,-87.584545099
"8360","CLEAR",6,41.662037757,-87.589907802
"8361","CLEAR",19,41.85128839,-87.72451277
"8362","SNOW",15,41.791519889,-87.599661807
"8363","CLEAR",12,41.938617463,-87.766648297
"8364","CLEAR",11,41.989250382,-87.655506749
"8365","CLEAR",10,41.7934746,-87.586863275
"8366","CLEAR",7,41.951685537,-87.72770118
"8367","CLEAR",7,41.816499084,-87.619641765
"8368","CLEAR",7,41.799974236,-87.761440165
"8369","CLEAR",7,41.965442415,-87.648449427
"8370","CLEAR",18,41.770814633,-87.640400042
"8371","RAIN",20,41.997631331,-87.689270002
"8372","CLEAR",10,41.88329092,-87.639784759
"8373","CLEAR",17,41.982877673,-87.715101154
"8374","CLEAR",20,41.923911861,-87.762751637
"8375","CLEAR",9,41.941315983,-87.701336742
"8376","CLEAR",17,41.793591294,-87.664427637
"8377","CLEAR",10,41.797014638,-87.664811107
"8378","CLEAR",19,41.939807614,-87.653751799
"8379","SNOW",13,41.863001747,-87.711701809
"8380","CLEAR",8,41.653582199,-87.543660502
"8381","CLEAR",15,41.893224736,-87.624270611
"8382","CLEAR",22,41.958786323,-87.729511222
"8383","CLEAR",16,41.79504138,-87.767492649
"8384","RAIN",10,41.87199613,-87.639204292
"8385","CLEAR",14,41.889158237,-87.642948945
"8386","CLEAR",5,41.706723578,-87.656194541
"8387","CLEAR",16,42.005231486,-87.680338132
"8388","RAIN",16,41.772640171,-87.641039513
"8389","CLEAR",14,41.772858908,-87.61552915
"8390","CLEAR",8,41.968787904,-87.667587824
"8391","CLEAR",10,41.890002414,-87.711419085
"8392","CLEAR",6,41.755061934,-87.732227865
"8393","SNOW",0,41.736827829,-87.58506058
"8394","CLEAR",9,41.709871888,-87.634680244
"8395","CLOUDY/OVERCAST",9,41.946964551,-87.679203922
"8396","CLEAR",5,41.922120797,-87.63024326
"8397","CLEAR",17,41.897294634,-87.72599674
"8398","CLEAR",16,41.954399304,-87.669112865
"8399","CLEAR",18,41.967521359,-87.688721574
"8400","CLEAR",9,41.876543847,-87.648472222
"8401","CLEAR",7,41.909428181,-87.770305615
"8402","SNOW",3,41.787163387,-87.7619399
"8403","CLEAR",8,41.809343824,-87.611932647
"8404","RAIN",16,41.850515561,-87.724584066
"8405","CLEAR",13,41.907634165,-87.677534573
"8406","CLEAR",23,41.862613289,-87.720189687
"8407","CLEAR",16,41.679889039,-87.62856939
"8408","CLEAR",15,41.936027938,-87.766262046
"8409","CLEAR",9,41.989005653,-87.655499992
"8410","CLEAR",17,41.779408903,-87.674050785
"8411","CLEAR",13,41.901218232,-87.696714816
"8412","CLEAR",10,41.951097777,-87.676794077
"8413","CLEAR",8,41.872820933,-87.706035868
"8414","CLEAR",18,42.012229542,-87.697474986
"8415","SNOW",15,41.866454369,-87.70552366
"8416","CLEAR",23,41.778538071,-87.742355878
"8417","CLEAR",10,41.786540723,-87.715475907
"8418","CLEAR",9,41.743401412,-87.633768585
"8419","CLEAR",19,41.799622351,-87.59172041
"8420","CLOUDY/OVERCAST",10,41.766616422,-87.666145641
"8421","CLEAR",12,41.957838055,-87.68872635
"8422","CLEAR",14,41.751220213,-87.682731684
"8423","CLEAR",13,41.90975538,-87.727869773
"8424","CLEAR",11,41.865911471,-87.622478349
"8425","CLEAR",17,41.866971116,-87.666509744
"8426","CLEAR",20,41.927427092,-87.785733628
"8427","SNOW",18,41.900958919,-87.619928174
"8428","CLEAR",8,41.905136697,-87.644834408
"8429","CLEAR",1,41.764717095,-87.673385304
"8430","CLOUDY/OVERCAST",4,41.975638322,-87.757933824
"8431","CLEAR",14,41.791079328,-87.61603439
"8432","CLEAR",11,41.936605562,-87.654140226
"8433","CLEAR",15,41.895627218,-87.624547449
"8434","CLEAR",6,41.706266909,-87.682126923
"8435","CLEAR",14,41.874309625,-87.666640882
"8436","CLOUDY/OVERCAST",8,41.925949464,-87.766206735
"8437","CLEAR",15,41.853856009,-87.710040052
"8438","CLEAR",18,41.894164283,-87.620144729
"8439","CLEAR",14,41.89596285,-87.6673493
"8440","CLEAR",9,41.870124144,-87.688143993
"8441","CLEAR",14,41.962314413,-87.74769051
"8442","CLEAR",16,41.815352037,-87.704406263
"8443","CLEAR",20,41.941593569,-87.669782729
"8444","CLEAR",7,41.796933825,-87.723120719
"8445","CLEAR",18,41.867387914,-87.620491034
"8446","CLEAR",23,41.893955857,-87.628546648
"8447","CLEAR",15,41.897338047,-87.63734543
"8448","CLEAR",14,41.779130821,-87.686237106
"8449","CLEAR",5,41.93141376,-87.676928622
"8450","CLEAR",5,41.807727017,-87.743229366
"8451","CLEAR",7,41.926409575,-87.726971585
"8452","CLEAR",15,41.877485535,-87.668521042
"8453","CLEAR",3,41.946740032,-87.707875489
"8454","CLEAR",17,41.967167743,-87.668623516
"8455","CLEAR",17,41.722071551,-87.596061216
"8456","CLEAR",16,41.946777967,-87.642540953
"8457","CLEAR",10,42.018244597,-87.687596854
"8458","SNOW",17,41.795918388,-87.761780789
"8459","CLEAR",23,41.942578574,-87.747114309
"8460","CLEAR",2,41.695073933,-87.652685903
"8461","CLEAR",16,41.953638821,-87.718661108
"8462","SNOW",12,41.851659484,-87.632132279
"8463","RAIN",20,41.912770289,-87.794965027
"8464","CLEAR",22,41.91755896,-87.701385386
"8465","SNOW",20,41.97200129,-87.691192191
"8466","CLEAR",8,41.797394748,-87.684272963
"8467","CLEAR",19,41.776653672,-87.57082461
"8468","CLEAR",17,41.737218598,-87.566176091
"8469","CLEAR",10,41.874333844,-87.642275555
"8470","CLEAR",20,41.901147907,-87.769408054
"8471","CLEAR",8,41.856517771,-87.654183432
"8472","CLEAR",11,41.905208575,-87.669720392
"8473","CLEAR",17,41.794295488,-87.622602991
"8474","CLEAR",10,41.877173856,-87.720784141
"8475","CLEAR",16,41.757141478,-87.561635066
"8476","CLEAR",19,41.737653634,-87.575875865
"8477","CLEAR",12,41.859386492,-87.706836131
"8478","CLOUDY/OVERCAST",22,41.952533507,-87.751208815
"8479","CLEAR",18,41.984605178,-87.823209623
"8480","CLEAR",8,41.692950848,-87.603928306
"8481","RAIN",8,41.7215669,-87.643275303
"8482","CLEAR",7,41.956996502,-87.739259461
"8483","CLEAR",9,41.690717497,-87.739586302
"8484","CLEAR",7,41.874311859,-87.666483672
"8485","CLEAR",11,41.76570215,-87.562414955
"8486","CLEAR",15,41.901444447,-87.633739117
"8487","CLEAR",20,41.902095777,-87.677372486
"8488","CLEAR",18,41.961061447,-87.727454871
"8489","CLEAR",20,41.8002944,-87.607443276
"8490","CLEAR",16,41.847933085,-87.734043392
"8491","CLEAR",10,41.80092542,-87.704143894
"8492","CLEAR",8,41.951206488,-87.656170851
"8493","CLEAR",14,41.915258846,-87.726357165
"8494","RAIN",21,41.707678016,-87.598913808
"8495","CLEAR",12,41.808862224,-87.65369298
"8496","CLEAR",17,41.968603692,-87.703666586
"8497","CLEAR",16,41.76521542,-87.637255378
"8498","SNOW",4,41.893313102,-87.667357819
"8499","CLEAR",5,41.76825689,-87.619117731
"8500","RAIN",14,41.902481646,-87.624221044
"8501","CLEAR",15,41.918755942,-87.75482528
"8502","RAIN",18,41.766001451,-87.605743466
"8503","RAIN",12,41.905368114,-87.669389628
"8504","CLEAR",6,41.74901635,-87.727591332
"8505","CLEAR",21,41.797417623,-87.683711187
"8506","CLEAR",14,41.867304364,-87.627378397
"8507","CLEAR",16,41.890194883,-87.647668699
"8508","CLEAR",11,41.911234335,-87.69564494
"8509","CLEAR",12,41.791842379,-87.800397048
"8510","CLEAR",17,41.898818958,-87.745252819
"8511","CLEAR",14,41.764052662,-87.718864299
"8512","CLEAR",16,41.86786709,-87.625686841
"8513","CLEAR",2,41.880982208,-87.617104651
"8514","CLEAR",10,41.867196447,-87.651088221
"8515","CLEAR",23,41.994179813,-87.682240443
"8516","CLEAR",11,41.81945368,-87.694401745
"8517","RAIN",20,41.848459985,-87.62383717
"8518","CLEAR",15,41.884610195,-87.624965357
"8519","CLEAR",3,41.736447034,-87.610971244
"8520","CLEAR",6,41.864504672,-87.72112407
"8521","CLEAR",15,41.99798375,-87.681420448
"8522","CLEAR",19,41.810086501,-87.593100792
"8523","CLEAR",19,41.950290379,-87.649731523
"8524","CLEAR",10,41.737816684,-87.723816465
"8525","CLEAR",11,41.921890578,-87.687401008
"8526","CLEAR",16,41.962397995,-87.69253437
"8527","CLEAR",14,41.891097119,-87.645914755
"8528","SNOW",18,41.890015762,-87.755566286
"8529","CLEAR",15,41.779516038,-87.654646874
"8530","CLEAR",8,41.794013335,-87.674159102
"8531","CLEAR",11,41.881675833,-87.7476494
"8532","RAIN",19,41.867322769,-87.625743374
"8533","CLEAR",13,41.908344685,-87.648351695
"8534","CLEAR",21,41.898958323,-87.736167474
"8535","CLEAR",17,41.848324655,-87.673434157
"8536","CLEAR",19,41.896828045,-87.617207703
"8537","BLOWING SNOW",9,41.921642822,-87.669745376
"8538","CLEAR",9,41.85759725,-87.644929773
"8539","CLEAR",14,41.706464557,-87.681770004
"8540","CLEAR",12,41.896467198,-87.649587922
"8541","CLEAR",22,41.754652582,-87.59017006
"8542","CLEAR",12,41.917002393,-87.755542588
"8543","CLEAR",17,41.896594535,-87.637025469
"8544","CLEAR",14,41.896653381,-87.637681658
"8545","CLEAR",8,41.735221859,-87.584227027
"8546","CLEAR",7,41.866956231,-87.65653317
"8547","CLEAR",1,41.831049012,-87.631490322
"8548","CLEAR",13,41.819970526,-87.597748659
"8549","CLEAR",12,41.822748228,-87.694777293
"8550","CLEAR",4,41.781712546,-87.621871411
"8551","CLEAR",9,41.931345921,-87.76919529
"8552","CLEAR",19,41.810686123,-87.709554553
"8553","RAIN",4,41.773498605,-87.581563889
"8554","RAIN",4,41.746169122,-87.577958768
"8555","RAIN",21,41.919206458,-87.766327445
"8556","CLEAR",20,41.793645167,-87.70247464
"8557","CLEAR",13,41.787976364,-87.703251242
"8558","CLEAR",15,41.797867739,-87.762607825
"8559","SNOW",16,41.859449968,-87.716292574
"8560","CLEAR",20,41.961341256,-87.701366595
"8561","RAIN",11,41.858651262,-87.666323753
"8562","CLEAR",8,41.852785422,-87.720479822
"8563","CLEAR",13,41.876381736,-87.77437817
"8564","CLEAR",13,41.897426602,-87.627110226
"8565","OTHER",10,41.786533454,-87.67424315
"8566","CLEAR",13,41.968214104,-87.720554588
"8567","CLEAR",3,41.798173577,-87.742763431
"8568","CLEAR",17,41.827705168,-87.608471724
"8569","CLOUDY/OVERCAST",21,41.902367115,-87.75520722
"8570","CLEAR",8,41.851737732,-87.699723511
"8571","CLEAR",15,41.743524507,-87.625686855
"8572","CLEAR",8,41.844250354,-87.716527324
"8573","CLEAR",17,41.78101233,-87.605797384
"8574","CLEAR",6,41.905232701,-87.728637055
"8575","CLEAR",23,41.898925063,-87.724909933
"8576","CLEAR",21,41.994862577,-87.764539219
"8577","SNOW",8,41.871289049,-87.745001472
"8578","CLEAR",6,41.88524317,-87.620514855
"8579","CLEAR",13,41.813647645,-87.69422119
"8580","CLEAR",20,41.867085223,-87.643968438
"8581","CLEAR",17,41.684402852,-87.681011067
"8582","CLEAR",19,41.898696845,-87.666861779
"8583","RAIN",14,41.88447811,-87.745277071
"8584","RAIN",19,41.910403336,-87.689730623
"8585","SNOW",11,41.99330234,-87.658167599
"8586","CLEAR",12,41.881815632,-87.647214717
"8587","CLEAR",13,41.995466271,-87.786274659
"8588","CLEAR",15,41.946548257,-87.722566125
"8589","RAIN",21,41.655088775,-87.537324311
"8590","CLEAR",6,41.92390112,-87.763587453
"8591","CLEAR",16,41.887784319,-87.614295511
"8592","CLEAR",21,41.712670047,-87.62377905
"8593","CLEAR",16,41.839760926,-87.66077298
"8594","CLEAR",16,41.775590755,-87.642843249
"8595","CLEAR",8,41.917257718,-87.727923441
"8596","CLEAR",9,41.838805333,-87.730334394
"8597","CLEAR",14,41.714065183,-87.628639377
"8598","CLEAR",5,41.708110228,-87.681527426
"8599","CLEAR",7,41.952238388,-87.688563015
"8600","CLEAR",3,41.88601364,-87.631130182
"8601","CLEAR",17,41.770472212,-87.685987213
"8602","CLEAR",23,41.801052836,-87.684367649
"8603","CLEAR",13,41.883346018,-87.667019225
"8604","CLEAR",10,41.958575964,-87.759640477
"8605","CLEAR",9,41.751460603,-87.585971993
"8606","CLEAR",9,41.877858597,-87.659575419
"8607","CLEAR",7,41.710813257,-87.62003959
"8608","CLEAR",20,41.712296028,-87.61993793
"8609","CLEAR",21,41.936266353,-87.649190994
"8610","CLEAR",4,41.898638549,-87.660575205
"8611","RAIN",18,41.852809531,-87.641890932
"8612","CLEAR",16,41.796129954,-87.597957623
"8613","CLEAR",16,41.883113726,-87.755310844
"8614","CLEAR",13,41.869098509,-87.685280624
"8615","CLEAR",9,42.002651979,-87.661648445
"8616","CLEAR",8,41.730424343,-87.544445762
"8617","CLEAR",17,41.878555873,-87.725743002
"8618","CLEAR",15,41.844245702,-87.732858282
"8619","RAIN",12,41.663254479,-87.61778866
"8620","RAIN",8,41.991919472,-87.709631334
"8621","CLEAR",15,41.94466354,-87.807129483
"8622","CLEAR",7,41.917355039,-87.641069775
"8623","CLEAR",10,41.758653249,-87.58631565
"8624","CLEAR",8,41.884441143,-87.633747049
"8625","CLEAR",23,41.790785199,-87.634206549
"8626","CLEAR",6,41.89096978,-87.624307642
"8627","CLEAR",23,41.891830527,-87.72347515
"8628","CLEAR",22,41.903523071,-87.65561372
"8629","CLEAR",9,41.917195262,-87.732810699
"8630","CLEAR",8,41.962602287,-87.747978549
"8631","CLEAR",13,41.774995573,-87.68977755
"8632","CLEAR",16,41.737586935,-87.604703218
"8633","CLEAR",12,41.677839622,-87.631214134
"8634","CLEAR",8,41.882088638,-87.764770627
"8635","CLEAR",13,41.900907671,-87.624026501
"8636","CLEAR",13,41.997589167,-87.803031348
"8637","CLEAR",13,41.88571554,-87.728375607
"8638","CLEAR",19,41.888432092,-87.624424687
"8639","RAIN",19,41.866129089,-87.720190279
"8640","CLEAR",17,41.815764209,-87.666532631
"8641","CLEAR",23,41.962654985,-87.728937075
"8642","CLEAR",18,41.877667558,-87.624157453
"8643","CLEAR",11,41.943207025,-87.727453961
"8644","CLEAR",16,41.90708053,-87.728439378
"8645","CLEAR",23,41.757956885,-87.556842692
"8646","CLEAR",10,41.882077478,-87.698893629
"8647","CLEAR",14,41.877910464,-87.641757156
"8648","CLEAR",15,41.994110185,-87.682351784
"8649","CLEAR",16,41.811940958,-87.685928014
"8650","CLEAR",7,41.797143344,-87.621053673
"8651","CLEAR",10,41.975798274,-87.713620746
"8652","CLEAR",16,41.883160686,-87.627721785
"8653","CLEAR",23,41.768389045,-87.572836556
"8654","CLEAR",1,41.892374041,-87.627242942
"8655","SNOW",7,41.857943185,-87.66388429
"8656","CLEAR",18,41.885434986,-87.667088055
"8657","CLEAR",12,41.765052868,-87.648197816
"8658","CLEAR",14,41.853742382,-87.678191177
"8659","CLEAR",20,41.707222065,-87.613911605
"8660","RAIN",7,41.875049411,-87.667672994
"8661","CLEAR",20,41.994793386,-87.88270766
"8662","CLEAR",12,41.984456332,-87.656490518
"8663","RAIN",8,41.754671747,-87.615184302
"8664","CLEAR",18,41.809515536,-87.598310598
"8665","CLEAR",8,41.769628054,-87.666523623
"8666","CLEAR",1,41.851654369,-87.724882975
"8667","CLEAR",18,41.894772659,-87.761554279
"8668","CLEAR",22,41.89325077,-87.637555686
"8669","CLEAR",14,41.845031514,-87.715878841
"8670","CLEAR",18,41.691199662,-87.653783386
"8671","RAIN",22,41.879427045,-87.627856486
"8672","CLEAR",13,41.958555449,-87.747611909
"8673","CLEAR",17,41.808288878,-87.699241951
"8674","CLEAR",23,41.886779336,-87.62217939
"8675","RAIN",19,41.769338645,-87.731117264
"8676","CLEAR",14,41.94913376,-87.668767313
"8677","CLEAR",0,41.854311915,-87.71492956
"8678","CLEAR",19,41.764557939,-87.56543024
"8679","CLEAR",14,41.91609659,-87.707076998
"8680","RAIN",7,41.690346065,-87.660556031
"8681","CLEAR",16,41.783857939,-87.622331036
"8682","CLEAR",16,41.904891139,-87.634663191
"8683","CLEAR",17,41.743620958,-87.619647872
"8684","CLEAR",8,41.765469066,-87.62475894
"8685","CLOUDY/OVERCAST",23,41.997685442,-87.686164657
"8686","CLEAR",12,41.79880023,-87.728305687
"8687","CLEAR",14,41.747821855,-87.64410648
"8688","CLEAR",4,41.7435355,-87.624978223
"8689","RAIN",18,41.97420982,-87.766253044
"8690","CLEAR",16,41.726005085,-87.575504021
"8691","CLEAR",18,41.790043969,-87.801300395
"8692","CLEAR",14,41.905421522,-87.627363236
"8693","CLEAR",15,41.990101454,-87.807018402
"8694","CLEAR",19,41.924611034,-87.706681058
"8695","CLEAR",0,42.0178339,-87.682924493
"8696","CLEAR",8,41.937628061,-87.638466304
"8697","CLEAR",13,41.817202686,-87.698008309
"8698","SNOW",15,41.841022575,-87.712113885
"8699","CLEAR",11,42.011829372,-87.690092354
"8700","CLEAR",3,41.965588094,-87.647002855
"8701","CLEAR",15,41.953901654,-87.766876186
"8702","CLEAR",14,42.01574718,-87.699794943
"8703","CLEAR",15,41.993211338,-87.748188325
"8704","CLEAR",15,41.968352811,-87.727969344
"8705","RAIN",15,41.703620539,-87.53513883
"8706","CLEAR",22,41.808720987,-87.683736109
"8707","CLEAR",15,41.728153158,-87.550058234
"8708","CLEAR",22,41.834876092,-87.642693451
"8709","CLEAR",17,41.849160403,-87.627147854
"8710","CLEAR",15,41.909946425,-87.711652174
"8711","CLEAR",14,41.854235514,-87.622399682
"8712","CLEAR",0,41.749284729,-87.609880188
"8713","CLEAR",8,41.961336489,-87.702270631
"8714","RAIN",8,41.794584566,-87.635523512
"8715","RAIN",21,41.909797521,-87.724557519
"8716","CLEAR",9,41.957622459,-87.732448085
"8717","CLEAR",17,41.854947694,-87.717710305
"8718","CLEAR",6,41.771604227,-87.682264543
"8719","CLEAR",11,41.748391049,-87.643830729
"8720","CLEAR",14,41.931483592,-87.741991871
