Latitude,Longitude,crime_hour
41.792464931,-87.620789905,16
41.821167082,-87.726336414,9
41.895492548,-87.712976061,10
41.821167082,-87.726336414,7
41.829753522,-87.671606031,15
41.854594932,-87.717555959,19
41.920432224,-87.711973953,5
41.797209188,-87.659809321,9
41.987298847,-87.790101249,17
41.906242849,-87.633000828,11
42.018594141,-87.665839266,14
41.795991039,-87.630542489,9
41.789168928,-87.703434226,17
41.883209085,-87.633223046,13
41.804760232,-87.75041263,20
41.768491995,-87.669076134,20
41.740273626,-87.671682748,18
41.894824927,-87.631788635,0
41.773085006,-87.568335406,22
41.779660908,-87.716762834,7
41.751065032,-87.682873958,13
41.883209085,-87.633223046,0
41.76888502,-87.615343355,13
41.965424099,-87.655312136,14
41.878283305,-87.737844014,19
41.768491995,-87.669076134,22
41.898537733,-87.699242067,20
42.008662344,-87.68878162,14
41.940761026,-87.656562207,19
41.795991039,-87.630542489,15
41.860066967,-87.720117178,12
41.687520222,-87.657659634,23
41.988341219,-87.65676102,16
41.900675948,-87.73671034,17
41.781449702,-87.652986003,6
41.883111059,-87.747031272,22
41.739157688,-87.646137466,6
41.781414696,-87.604328907,7
41.989243623,-87.665119726,12
41.999343695,-87.66066924,16
41.892272884,-87.717440276,19
41.894824927,-87.631788635,0
41.721840482,-87.617277592,17
41.845657447,-87.707508458,20
41.888002869,-87.618899217,11
41.757630995,-87.585708249,20
41.750200967,-87.611263932,1
41.999121718,-87.806776651,9
41.885346397,-87.709809466,18
41.919318726,-87.758461528,0
41.970867608,-87.707321313,3
41.875460052,-87.710026741,13
41.949466613,-87.69014293,7
41.86162732,-87.736045588,16
41.906242849,-87.633000828,17
41.773085006,-87.568335406,20
41.90828413,-87.63158251,3
41.745059616,-87.606275692,21
41.817506771,-87.623054656,8
41.780408873,-87.683673747,0
41.77302129,-87.574036742,23
41.701315071,-87.626931073,13
41.959009912,-87.682164298,12
41.959009912,-87.682164298,14
41.847657152,-87.726265908,13
41.773458079,-87.576183528,7
41.959643724,-87.760937607,0
41.866471956,-87.770477835,16
41.751065032,-87.682873958,20
41.893606459,-87.656009804,15
41.811155434,-87.705309714,0
41.99355232,-87.682367785,19
41.97959452,-87.758820763,14
41.764359677,-87.650454124,7
41.891412551,-87.647934597,15
41.867595589,-87.69959933,20
41.795991039,-87.630542489,21
41.687520222,-87.657659634,22
41.794120423,-87.658627824,2
41.85396144,-87.679406176,5
41.772256978,-87.725034445,9
41.762249552,-87.664962008,8
41.761126022,-87.654010761,12
41.867595589,-87.69959933,19
41.780087726,-87.683662323,17
41.712170889,-87.63084099,6
41.934422689,-87.736888404,13
41.861835803,-87.715283861,9
41.747202857,-87.600219742,0
41.88360569,-87.707634031,9
41.88360569,-87.707634031,8
41.911091345,-87.64014493,15
41.867097632,-87.723702988,9
41.950519369,-87.736712634,22
41.989243623,-87.665119726,13
41.917062554,-87.734750022,12
41.878123916,-87.633208786,13
41.911091345,-87.64014493,11
41.795991039,-87.630542489,18
41.880385461,-87.723216836,19
41.76074819,-87.664922609,19
41.67574971,-87.617752105,22
41.906797102,-87.671861659,18
41.728074176,-87.617054509,21
41.760887053,-87.640645993,14
41.795991039,-87.630542489,12
41.867595589,-87.69959933,17
41.867595589,-87.69959933,17
41.857157258,-87.710281586,16
41.816858695,-87.616799737,20
41.787865822,-87.798824851,21
41.932651187,-87.653197025,4
41.89542474,-87.720278586,0
41.817506771,-87.623054656,3
41.811287738,-87.700415096,21
41.926215267,-87.649840538,21
41.79329893,-87.66456619,17
41.87671722,-87.750317319,16
41.783918597,-87.700845666,23
41.916315095,-87.747319,9
41.764977109,-87.623286109,9
41.795991039,-87.630542489,17
41.891844067,-87.667167913,18
41.911091345,-87.64014493,19
41.775015522,-87.683530209,22
41.99355232,-87.682367785,20
41.71577959,-87.63578299,2
41.745059616,-87.606275692,11
41.923130366,-87.757346992,14
41.865213688,-87.727590376,13
41.746779559,-87.658797592,11
41.939300241,-87.711739358,19
41.673869466,-87.617692404,16
41.993158164,-87.65831019,13
41.730094592,-87.549461987,18
41.896176088,-87.660853065,15
41.853121148,-87.674030042,0
41.691014016,-87.667578189,5
41.748512122,-87.60025615,10
41.881693864,-87.652323905,23
41.896351852,-87.721224706,15
41.845657447,-87.707508458,17
41.859379458,-87.666194455,20
41.867595589,-87.69959933,9
41.823536688,-87.616989442,5
41.856237373,-87.62942811,10
41.88777543,-87.670673381,19
41.883209085,-87.633223046,19
41.680657212,-87.662442789,19
41.807321581,-87.730912667,1
41.99355232,-87.682367785,20
41.877602843,-87.681761281,17
41.848795977,-87.692906769,21
41.79329893,-87.66456619,2
41.699403785,-87.605622083,22
41.893857674,-87.693103229,9
41.900675948,-87.73671034,21
41.966863393,-87.683055073,0
41.896319394,-87.652109777,12
41.883779735,-87.636808324,12
42.019371503,-87.671181992,12
41.897492085,-87.758117377,3
41.888993854,-87.626934833,23
41.824728209,-87.643524474,20
41.931831855,-87.723770522,21
41.906797102,-87.671861659,23
41.939529586,-87.68182958,23
41.694364039,-87.626542126,22
41.774322836,-87.596061639,4
41.969362848,-87.798898816,22
41.880716129,-87.726581034,10
41.749467765,-87.604236059,10
41.86383116,-87.725103363,15
41.959643724,-87.760937607,15
41.895490399,-87.713086271,17
41.900974974,-87.753296145,18
41.962947477,-87.713833332,23
41.990467322,-87.694979448,6
41.900974974,-87.753296145,22
41.781289922,-87.664566329,22
41.732475226,-87.563457529,4
41.976488051,-87.841540256,12
41.916052527,-87.736302606,5
41.944431918,-87.798368241,11
41.993158164,-87.65831019,12
41.74792601,-87.663373604,15
41.795991039,-87.630542489,16
41.778793876,-87.660551996,16
41.900974974,-87.753296145,19
41.793100546,-87.688914267,15
41.879049777,-87.657665406,21
41.79329893,-87.66456619,23
41.891412551,-87.647934597,19
41.829877205,-87.643648988,17
41.880992442,-87.704486793,8
41.998701228,-87.660613465,17
41.888732656,-87.721003641,17
41.933589665,-87.714815792,1
41.833686895,-87.612032622,22
41.914239387,-87.673280155,5
42.007824765,-87.670841822,13
41.898767916,-87.624116333,14
41.833686895,-87.612032622,22
41.81797649,-87.7239343,7
41.988341219,-87.65676102,13
41.855838254,-87.717588081,12
41.764359677,-87.650454124,0
41.989243623,-87.665119726,20
41.811364344,-87.605834495,8
41.88360569,-87.707634031,18
41.891412551,-87.647934597,2
41.86162732,-87.736045588,7
41.783994111,-87.672813747,16
41.879049777,-87.657665406,2
41.79329893,-87.66456619,20
41.757630995,-87.585708249,10
41.906797102,-87.671861659,22
41.738508319,-87.561168753,17
41.795991039,-87.630542489,15
41.834742511,-87.716968357,9
41.869326623,-87.747557439,14
41.888993854,-87.626934833,19
41.959643724,-87.760937607,15
41.849158949,-87.696492724,6
41.911091345,-87.64014493,19
41.765100283,-87.715857586,18
41.765100283,-87.715857586,7
41.802749244,-87.610050745,8
41.756306932,-87.563894781,21
41.959643724,-87.760937607,11
41.927768859,-87.75694881,20
41.906797102,-87.671861659,20
41.749873967,-87.552860394,16
41.911091345,-87.64014493,21
41.87285385,-87.632576028,1
41.884180033,-87.684048419,16
41.94409885,-87.762815308,13
41.898767916,-87.624116333,15
41.879049777,-87.657665406,18
41.882039235,-87.691319022,17
41.87980496,-87.773012089,0
41.884396735,-87.749454281,11
41.994536652,-87.693445247,7
41.855838254,-87.717588081,12
41.79329893,-87.66456619,23
41.900429101,-87.709368894,12
41.920012903,-87.718191401,5
41.934530339,-87.64985467,1
41.843561804,-87.73183165,21
41.768965054,-87.568219399,2
41.768599207,-87.660618203,12
41.848916578,-87.708827367,0
41.806080561,-87.662470974,12
41.853447688,-87.728373121,17
41.691014016,-87.667578189,0
41.894917016,-87.757376511,15
41.691014016,-87.667578189,13
41.935854166,-87.649120179,6
41.855838254,-87.717588081,18
41.806595357,-87.685705355,19
41.721840482,-87.617277592,10
41.773085006,-87.568335406,12
41.888993854,-87.626934833,17
41.762478065,-87.66982359,19
41.883209085,-87.633223046,7
41.862126562,-87.719352273,0
41.892146408,-87.649046949,22
41.91028988,-87.690106536,12
41.795991039,-87.630542489,12
41.829986035,-87.641211456,12
41.798538563,-87.664702422,16
41.733745894,-87.637471792,19
41.931831855,-87.723770522,3
41.947972453,-87.710309706,10
41.888002869,-87.618899217,16
41.979587722,-87.822395456,16
41.891412551,-87.647934597,19
41.895479821,-87.714177247,9
41.889556094,-87.746796054,6
41.9173098,-87.71460927,20
41.795991039,-87.630542489,15
41.97551915,-87.72937061,2
41.895540066,-87.708075848,15
41.883007148,-87.685312534,20
41.879621567,-87.696249102,23
41.744151668,-87.62434741,2
41.930719583,-87.70127911,20
41.823536688,-87.616989442,20
41.792464931,-87.620789905,17
41.893138143,-87.637804833,3
41.913183641,-87.753751415,8
41.798011899,-87.616063534,19
41.795991039,-87.630542489,15
41.849833095,-87.680681465,17
41.866428839,-87.703509785,19
41.988341219,-87.65676102,8
41.8751369,-87.735971224,20
41.824844967,-87.633789553,8
41.699568843,-87.649477566,15
41.794636912,-87.594915739,16
41.888658426,-87.748890295,17
41.756090258,-87.583420843,21
41.893623014,-87.765347251,20
41.736118901,-87.629228109,19
41.769988798,-87.628285981,21
41.738725909,-87.640045136,18
41.748699846,-87.741318814,15
41.740160793,-87.553912367,16
41.959643724,-87.760937607,3
41.893864839,-87.762094604,9
41.892543531,-87.624486365,13
41.878123916,-87.633208786,12
41.92061684,-87.637469755,19
41.937012964,-87.776164901,4
41.810207582,-87.687789132,0
41.984053489,-87.664971707,17
41.877134658,-87.721881801,14
41.866475734,-87.772933914,13
41.720661308,-87.538913691,22
41.872186609,-87.677101908,5
41.883008824,-87.655185318,14
41.891412551,-87.647934597,14
41.764731196,-87.634651872,18
42.008899072,-87.678726861,7
41.963394169,-87.71321129,4
41.866475734,-87.772933914,7
41.79329893,-87.66456619,13
41.761754265,-87.696620986,23
41.881693864,-87.652323905,10
41.898767916,-87.624116333,21
41.883007148,-87.685312534,4
41.738542459,-87.720256065,16
41.738542459,-87.720256065,17
41.895492548,-87.712976061,18
41.898767916,-87.624116333,14
42.006509863,-87.676495912,14
41.949105482,-87.6504195,1
41.792464931,-87.620789905,13
41.893623014,-87.765347251,20
42.007070079,-87.661393635,17
41.868972961,-87.656743524,14
41.797877102,-87.734320121,17
41.867097632,-87.723702988,15
41.817506771,-87.623054656,17
41.858070066,-87.724934036,21
41.817794276,-87.70188448,2
41.898767916,-87.624116333,7
41.878123916,-87.633208786,13
41.895500768,-87.711958567,14
41.891412551,-87.647934597,17
41.8857505,-87.628329355,18
41.877134658,-87.721881801,20
41.721840482,-87.617277592,9
41.877134658,-87.721881801,20
41.843483989,-87.634236146,18
41.891412551,-87.647934597,17
41.887666021,-87.677428284,20
41.906797102,-87.671861659,22
41.776035076,-87.77233246,0
41.906797102,-87.671861659,20
41.8857505,-87.628329355,13
41.902141327,-87.662605111,15
41.795991039,-87.630542489,13
41.972575173,-87.749098274,18
41.774699905,-87.685956669,18
41.886763155,-87.677426502,7
41.989243623,-87.665119726,15
41.934868127,-87.638013151,9
41.892414949,-87.719884996,19
42.008662344,-87.68878162,21
41.773085006,-87.568335406,20
41.810769979,-87.704077319,17
41.765760427,-87.688165241,7
41.660503798,-87.644983536,1
41.887666021,-87.677428284,7
41.906797102,-87.671861659,18
41.86390688,-87.708031716,18
41.9118226,-87.715863635,16
41.885346397,-87.709809466,16
41.970514812,-87.83665128,9
41.906797102,-87.671861659,13
41.906797102,-87.671861659,16
41.701315071,-87.626931073,15
41.706239145,-87.62437957,23
41.86661541,-87.730084658,20
41.95109036,-87.656581617,22
41.894824927,-87.631788635,15
41.748699846,-87.741318814,23
42.007824765,-87.670841822,23
41.728074176,-87.617054509,17
41.926502726,-87.773375351,1
41.868768933,-87.686098856,8
41.911201894,-87.673822118,10
41.751492182,-87.668324248,15
41.854903613,-87.704129423,9
41.703089057,-87.660506829,15
41.703089057,-87.660506829,16
42.006580203,-87.70324044,14
41.891412551,-87.647934597,3
41.891412551,-87.647934597,3
41.932864853,-87.708670645,16
41.879811873,-87.721661659,14
41.891412551,-87.647934597,17
41.791147759,-87.685215478,20
41.908370832,-87.752237295,11
41.888993854,-87.626934833,15
41.906797102,-87.671861659,19
41.864423402,-87.718820002,0
41.901752666,-87.723832621,9
41.751492182,-87.668324248,0
41.751505533,-87.583994603,12
41.795991039,-87.630542489,11
41.77875849,-87.770306919,16
41.916892803,-87.749213279,17
41.867097632,-87.723702988,17
41.968717989,-87.703643118,23
41.708311569,-87.608180456,21
41.76418506,-87.592592886,2
41.970907528,-87.763458695,10
41.864423402,-87.718820002,17
41.859379458,-87.666194455,0
41.864423402,-87.718820002,11
41.896176088,-87.660853065,14
41.896176088,-87.660853065,15
41.751065032,-87.682873958,18
41.671460496,-87.646572474,22
41.934422689,-87.736888404,12
41.933592736,-87.730354347,22
41.67574971,-87.617752105,10
41.89318177,-87.6345943,1
41.944431918,-87.798368241,12
41.660436006,-87.549549833,20
41.85865203,-87.669949967,14
41.747957232,-87.613627055,13
41.709462036,-87.720473851,2
41.906797102,-87.671861659,23
41.903327101,-87.631427409,4
41.975546169,-87.800803595,17
41.939300241,-87.711739358,14
41.959643724,-87.760937607,15
41.877161446,-87.676536946,20
41.899899017,-87.722557272,1
41.891412551,-87.647934597,15
41.863344914,-87.624063732,18
41.757630995,-87.585708249,10
41.888993854,-87.626934833,19
41.931772892,-87.783285,21
41.758161968,-87.626231033,22
41.758161968,-87.626231033,22
41.739332692,-87.730082896,8
41.877161446,-87.676536946,19
41.925304132,-87.65771408,17
41.888993854,-87.626934833,2
41.907535827,-87.683488525,20
41.93292044,-87.70377484,22
41.944587724,-87.761792754,18
41.97551915,-87.72937061,12
42.019371503,-87.671181992,14
41.934868127,-87.638013151,22
42.006585111,-87.671918018,22
42.006636267,-87.668896734,1
41.699403785,-87.605622083,8
41.89318177,-87.6345943,0
41.699403785,-87.605622083,8
41.897522709,-87.690910519,4
41.716377684,-87.603068161,3
41.883008824,-87.655185318,15
41.918395572,-87.689970028,16
41.893623014,-87.765347251,11
41.867595589,-87.69959933,13
41.781414696,-87.604328907,8
41.891412551,-87.647934597,17
41.891412551,-87.647934597,17
41.879307455,-87.760612241,19
41.813954218,-87.619719067,2
41.934868127,-87.638013151,21
41.938041082,-87.738236645,0
41.749873967,-87.552860394,6
41.752470539,-87.634345074,1
41.961835257,-87.704596995,11
41.762470972,-87.580099035,15
41.931449769,-87.752770226,0
41.93292044,-87.70377484,9
41.830490151,-87.646100807,16
41.932061133,-87.774778393,23
41.896588511,-87.668529054,16
41.738542459,-87.720256065,16
41.795991039,-87.630542489,18
41.898767916,-87.624116333,18
42.008662344,-87.68878162,19
41.919318726,-87.758461528,6
41.915318075,-87.641157336,16
41.850927185,-87.71985579,19
41.881693864,-87.652323905,12
41.884180033,-87.684048419,19
41.76551076,-87.60507347,20
41.896588511,-87.668529054,16
41.785738348,-87.700897448,17
41.893623014,-87.765347251,18
41.721840482,-87.617277592,16
41.938041082,-87.738236645,0
41.858740672,-87.733998407,17
41.866112044,-87.729340446,18
41.792996993,-87.675486328,0
41.779921178,-87.63425236,0
41.933592736,-87.730354347,21
41.89318177,-87.6345943,1
41.988341219,-87.65676102,12
41.959322887,-87.648696373,3
41.888993854,-87.626934833,21
41.89318177,-87.6345943,1
41.881693864,-87.652323905,19
41.74194077,-87.607369831,22
41.757630995,-87.585708249,20
41.962705804,-87.653197365,22
41.751065032,-87.682873958,12
41.891412551,-87.647934597,19
41.904462488,-87.648118305,2
42.000616678,-87.657344722,22
41.91028988,-87.690106536,13
41.883209085,-87.633223046,15
41.898158786,-87.637588738,10
41.998355645,-87.697229349,9
41.769054926,-87.72617542,3
41.756090258,-87.583420843,8
41.795991039,-87.630542489,11
41.797250787,-87.622533896,6
41.773085006,-87.568335406,22
41.934162595,-87.754704504,2
41.903327101,-87.631427409,3
41.757630995,-87.585708249,17
41.971479221,-87.846539529,22
41.853454354,-87.728075742,19
41.866428839,-87.703509785,9
41.721840482,-87.617277592,19
41.939920598,-87.653193291,13
41.739501809,-87.717473237,7
41.963521761,-87.724229666,15
41.800230676,-87.674484463,20
41.911091345,-87.64014493,22
41.734847232,-87.545777045,2
41.757630995,-87.585708249,20
41.721840482,-87.617277592,11
41.781203314,-87.615649592,8
42.020688843,-87.666465068,8
41.929851342,-87.648916062,20
41.773085006,-87.568335406,21
41.825169629,-87.619209296,21
41.795991039,-87.630542489,15
41.906797102,-87.671861659,17
41.891412551,-87.647934597,18
41.891412551,-87.647934597,18
41.759693428,-87.584669047,0
41.817506771,-87.623054656,18
41.912443933,-87.668397612,17
41.678040266,-87.621573996,11
41.977374679,-87.668377199,12
41.968697395,-87.683209248,16
41.906242849,-87.633000828,17
41.888993854,-87.626934833,13
41.932205672,-87.717199591,19
41.891412551,-87.647934597,18
41.888993854,-87.626934833,20
41.750496155,-87.613697642,22
41.655821115,-87.601322854,21
41.886685809,-87.656064549,19
41.872510837,-87.662918655,12
41.800120341,-87.703745084,15
41.771685949,-87.702102281,7
41.860066967,-87.720117178,11
41.692163212,-87.607193879,20
41.746583924,-87.632979788,13
41.679745623,-87.631574466,14
42.002614238,-87.763503291,21
41.799881618,-87.718443134,10
41.677260659,-87.625093036,17
41.700163854,-87.537701298,19
41.679745623,-87.631574466,21
41.753457689,-87.650181219,12
41.837683566,-87.732877509,0
41.778793876,-87.660551996,14
41.893623014,-87.765347251,18
41.903567939,-87.727194921,14
41.811364344,-87.605834495,8
41.926591044,-87.701555048,21
41.691014016,-87.667578189,10
41.976368439,-87.775741085,15
41.971479221,-87.846539529,14
41.74652786,-87.629195005,17
41.799444575,-87.625825053,14
41.878123916,-87.633208786,14
41.766008885,-87.592843159,19
41.795991039,-87.630542489,16
41.87775797,-87.725569852,0
41.86944727,-87.654807324,15
41.947254789,-87.653471904,1
41.933341008,-87.799225363,14
41.769468411,-87.659087826,11
41.906797102,-87.671861659,21
41.87775797,-87.725569852,6
41.795991039,-87.630542489,11
41.837974206,-87.651701404,11
41.86970965,-87.705775939,12
41.824728209,-87.643524474,20
41.869034441,-87.682094288,23
41.892543531,-87.624486365,22
41.776791906,-87.682221778,6
41.708551494,-87.616238494,16
41.845657447,-87.707508458,12
41.775015522,-87.683530209,15
41.814981975,-87.634678254,18
41.860066967,-87.720117178,16
41.73550827,-87.604793321,22
41.757630995,-87.585708249,13
41.764977109,-87.623286109,0
41.815883314,-87.664386312,1
41.899695895,-87.722548188,14
41.928636683,-87.759818429,14
41.773085006,-87.568335406,22
41.773085006,-87.568335406,22
41.673608916,-87.58034902,19
42.019371503,-87.671181992,13
41.848877275,-87.625409078,8
41.757215086,-87.563044633,13
41.757630995,-87.585708249,22
41.783080724,-87.620549159,7
41.795991039,-87.630542489,18
41.806945482,-87.611397351,22
41.786864286,-87.656254513,21
41.704426327,-87.643969605,8
41.929082521,-87.746492904,11
41.989243623,-87.665119726,14
41.681524243,-87.635226898,6
41.78265683,-87.699959767,23
42.019371503,-87.671181992,13
41.772074324,-87.674017498,16
41.862126562,-87.719352273,4
41.795991039,-87.630542489,7
41.749669565,-87.653717456,17
41.776891531,-87.684794441,18
41.778457871,-87.679836505,21
41.685355473,-87.619611628,20
41.906797102,-87.671861659,7
41.983792742,-87.6649634,15
41.721840482,-87.617277592,13
41.92975312,-87.643051915,2
41.888732656,-87.721003641,8
41.880992442,-87.704486793,20
41.769496324,-87.670011543,11
41.939920598,-87.653193291,17
41.880992442,-87.704486793,17
41.8857505,-87.628329355,11
41.859567666,-87.669786325,10
41.898767916,-87.624116333,12
41.795991039,-87.630542489,16
41.894824927,-87.631788635,19
41.87285385,-87.632576028,19
41.757630995,-87.585708249,22
41.879049777,-87.657665406,4
41.859379458,-87.666194455,14
41.879049777,-87.657665406,16
41.991073146,-87.716444599,16
41.762034341,-87.570075766,6
41.969362848,-87.798898816,15
41.837584758,-87.732874763,1
41.745059616,-87.606275692,1
41.701784076,-87.669700882,16
41.935854166,-87.649120179,3
41.830676898,-87.67040401,21
41.807042969,-87.619531682,19
41.850959068,-87.718633233,4
41.856415299,-87.695598494,20
41.781203314,-87.615649592,15
41.876457201,-87.693735915,14
41.876457201,-87.693735915,14
41.760616928,-87.710926793,18
42.018959084,-87.693296136,14
41.86162732,-87.736045588,9
41.891412551,-87.647934597,17
41.701356382,-87.606273857,12
41.989243623,-87.665119726,23
41.730094592,-87.549461987,13
41.904462488,-87.648118305,21
41.771685949,-87.702102281,18
41.906797102,-87.671861659,21
41.764625795,-87.623278986,11
41.752851949,-87.580896829,15
41.945811325,-87.772860888,16
41.896427495,-87.628193572,14
41.700923598,-87.620863971,21
41.932358732,-87.733144339,22
41.888970853,-87.655445452,16
41.749681142,-87.673117976,17
41.751815774,-87.657000438,20
41.830490151,-87.646100807,16
41.734786234,-87.554138558,18
41.765760427,-87.688165241,23
41.792464931,-87.620789905,4
41.847875719,-87.69619348,21
41.888993854,-87.626934833,0
41.988341219,-87.65676102,9
41.940303844,-87.774585171,14
41.968874654,-87.670061506,4
41.860066967,-87.720117178,22
41.772556944,-87.605756287,13
41.998958885,-87.664319099,7
41.993255174,-87.755545371,15
41.786399399,-87.693898477,18
41.721320382,-87.654573039,16
41.802509698,-87.662376188,3
41.712099116,-87.618755495,12
41.829912444,-87.692372189,20
41.991991119,-87.718241888,22
41.969186336,-87.72071913,22
41.694364039,-87.626542126,23
41.88777543,-87.670673381,7
41.823532723,-87.702914082,0
41.738524835,-87.559952106,23
41.897350369,-87.765483186,8
41.82376346,-87.622570927,17
41.93643097,-87.789860568,9
41.807539047,-87.749646514,15
41.773085006,-87.568335406,15
41.710721351,-87.601297308,16
41.91839675,-87.672778029,17
41.85765368,-87.676732923,16
41.797250787,-87.622533896,6
41.854810293,-87.704126667,18
41.87671722,-87.750317319,20
41.839523627,-87.637787551,13
41.763954362,-87.693014413,9
41.84364786,-87.715983742,18
41.866428839,-87.703509785,21
41.902141327,-87.662605111,11
41.855838254,-87.717588081,17
41.737676653,-87.604853085,11
41.798592513,-87.73468387,22
41.938734071,-87.672281498,15
41.919318726,-87.758461528,0
41.781414696,-87.604328907,3
41.762470972,-87.580099035,0
41.855838254,-87.717588081,12
41.768012254,-87.62017713,18
41.906797102,-87.671861659,12
41.877134658,-87.721881801,9
41.795991039,-87.630542489,18
41.877134658,-87.721881801,8
41.843562104,-87.642155151,17
41.908967064,-87.694513617,22
41.789168928,-87.703434226,23
41.845523272,-87.69905749,23
41.898767916,-87.624116333,1
42.010795807,-87.807438379,12
41.855838254,-87.717588081,15
41.924250576,-87.745545036,15
41.899899017,-87.722557272,14
42.018563914,-87.665832222,14
41.855838254,-87.717588081,11
41.971041686,-87.708547831,17
41.99355232,-87.682367785,21
41.818409434,-87.694519293,20
41.895492548,-87.712976061,7
41.989243623,-87.665119726,11
41.768965054,-87.568219399,2
41.894824927,-87.631788635,9
41.906797102,-87.671861659,15
41.906797102,-87.671861659,17
41.866428839,-87.703509785,16
41.877134658,-87.721881801,17
41.867595589,-87.69959933,1
41.873996985,-87.750723903,0
41.781414696,-87.604328907,10
41.757630995,-87.585708249,7
41.935854166,-87.649120179,19
41.747903314,-87.648814601,11
41.780087726,-87.683662323,13
41.835985487,-87.620648633,8
41.889983415,-87.65776321,11
41.802307472,-87.667237927,18
41.863934894,-87.71778941,20
41.774901658,-87.689628057,22
41.89036442,-87.628021535,4
41.79329893,-87.66456619,0
41.752470539,-87.634345074,1
41.717034577,-87.63096384,19
41.989243623,-87.665119726,11
41.914572448,-87.654623491,15
41.763648942,-87.702793191,19
41.757023415,-87.642981871,22
41.866428839,-87.703509785,2
41.87303372,-87.652904177,8
41.906797102,-87.671861659,13
41.798011899,-87.616063534,3
41.88360569,-87.707634031,11
41.892532293,-87.686751495,5
41.856700786,-87.693147265,23
41.912673714,-87.752764058,19
41.94615313,-87.745185825,12
41.921906577,-87.709067825,13
41.889629205,-87.632543289,12
41.794056041,-87.755009262,13
41.898767916,-87.624116333,13
42.002078969,-87.691217408,10
41.820646175,-87.684753013,12
41.888993854,-87.626934833,12
41.758120892,-87.566354398,7
41.855838254,-87.717588081,22
42.019371503,-87.671181992,23
41.986392486,-87.656700734,7
41.89036442,-87.628021535,8
41.934725736,-87.678195899,21
41.908334743,-87.760896569,14
41.977346326,-87.898493658,18
41.657400152,-87.600624324,11
41.792464931,-87.620789905,12
41.757630995,-87.585708249,20
41.898767916,-87.624116333,13
41.897492085,-87.758117377,16
41.950814688,-87.709157127,23
41.773085006,-87.568335406,19
41.855838254,-87.717588081,11
41.773085006,-87.568335406,15
41.84508813,-87.64401781,19
41.86162732,-87.736045588,8
41.830490151,-87.646100807,10
41.759331691,-87.630810679,13
41.728074176,-87.617054509,11
41.888993854,-87.626934833,10
41.850312608,-87.679105665,20
41.940060657,-87.643550894,14
41.797250787,-87.622533896,13
41.795044602,-87.652471854,11
41.864423402,-87.718820002,1
41.773085006,-87.568335406,19
41.759331691,-87.630810679,15
41.766536103,-87.623323903,15
41.906797102,-87.671861659,19
41.787541886,-87.698507299,15
41.934162595,-87.754704504,22
41.748952187,-87.578369823,18
41.76265093,-87.696985991,19
41.797715761,-87.762457836,22
41.677736251,-87.647398934,20
41.795991039,-87.630542489,18
41.767664563,-87.656610393,20
41.855103027,-87.66462748,18
41.87671722,-87.750317319,16
42.007824765,-87.670841822,19
41.880685543,-87.729107748,21
41.757630995,-87.585708249,1
41.795991039,-87.630542489,15
41.733013528,-87.551327952,17
41.703226798,-87.609995353,18
41.780219583,-87.616764142,2
41.716377684,-87.603068161,17
41.786399399,-87.693898477,22
41.792464931,-87.620789905,21
41.87775797,-87.725569852,11
41.871906261,-87.701991038,16
41.962423434,-87.708282737,3
41.779617125,-87.600437276,19
41.888993854,-87.626934833,7
41.791820951,-87.626715645,8
41.871907915,-87.701792754,18
41.754115911,-87.55033154,19
41.765094197,-87.716257187,7
41.791396287,-87.790324677,21
41.815786391,-87.675161453,5
41.795991039,-87.630542489,17
41.882798249,-87.755157152,12
41.798011899,-87.616063534,9
41.728737429,-87.586739412,21
41.773085006,-87.568335406,22
41.696492744,-87.689923524,19
41.722335711,-87.632166215,21
41.905840439,-87.758740423,21
41.882074512,-87.626753998,20
41.882074512,-87.626753998,18
41.855838254,-87.717588081,0
41.752577862,-87.736603208,17
41.744989508,-87.65680092,2
41.878123916,-87.633208786,9
41.781203314,-87.615649592,23
41.80761384,-87.613385208,11
41.891412551,-87.647934597,17
41.757630995,-87.585708249,0
41.765202009,-87.567714282,6
41.935022818,-87.803878898,0
41.95983782,-87.691763,8
41.938274381,-87.828789844,21
41.891412551,-87.647934597,12
41.871906261,-87.701991038,15
41.990420333,-87.703363054,12
41.76551076,-87.60507347,16
41.97397403,-87.659803597,19
41.89542474,-87.720278586,19
41.829815487,-87.67858791,21
41.764200192,-87.590261475,0
41.807759957,-87.668589943,3
41.868972961,-87.656743524,14
41.789168928,-87.703434226,16
41.757630995,-87.585708249,6
41.79329893,-87.66456619,0
41.866184447,-87.724343127,10
41.877134658,-87.721881801,16
41.795991039,-87.630542489,20
41.906797102,-87.671861659,19
41.811731082,-87.638928321,11
41.762275812,-87.666174971,19
41.756306932,-87.563894781,12
41.883111059,-87.747031272,22
41.867595589,-87.69959933,16
41.867595589,-87.69959933,17
41.883007148,-87.685312534,17
41.916709211,-87.677593923,8
41.799444575,-87.625825053,10
41.679745623,-87.631574466,17
41.833927408,-87.641312103,23
41.855838254,-87.717588081,13
41.965424099,-87.655312136,13
41.895479821,-87.714177247,13
41.936841724,-87.723050227,14
41.895479821,-87.714177247,11
41.854060605,-87.672280529,15
41.989243623,-87.665119726,8
41.914091053,-87.730126449,1
41.989243623,-87.665119726,15
41.885112119,-87.624484053,18
41.924250576,-87.745545036,0
41.740454489,-87.669258906,21
41.657199195,-87.601819564,8
41.968106381,-87.679166724,2
